Date,Site,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Arrival_Time,Departure_Time,Lat_deg,Long_deg,Wind_speed_knots,Wave_Ht_ft,Sky,Secchi_Depth_m,Temp_C,SpCond_uScm-1,BeamAtten_m-1,Transmiss_pct,DO_mgL-1,PAR_uEcm-2s-1,Turbidity_NTU,Particulate_Microcystin_ugL-1,Dissolved_Microcystin_ugL-1,Extracted_PC_ugL-1,Extracted_CHLa_ugL-1,Total_cyanobacteria_genes_copiesmL-1,mycE_genes_copiesmL-1
8/9/2022,WE12,,5.8,Bottom,,,,,,,,,25.79215238,232.982381,2.8134,49.49368571,7.708185714,19.12328571,ns,0.64,0.44,5.17,20.22,ns,ns
8/9/2022,WE13,8.765,0.75,Surface,10:16,10:29,41.74391667,-83.13435,8.941664,1.64042,overcast,1.5,25.49176364,231.7895455,3.139772727,45.61592727,7.6502,634.5809091,5.39,0.89,0.26,12.44,21.58,67579,bdl
8/9/2022,WE13,,8.2,Bottom,,,,,,,,,25.57846364,232.3423636,3.179027273,45.17004545,7.529963636,1.198014545,ns,0.79,0.14,9.05,20.54,ns,ns
8/9/2022,WE16,6.017,0.75,Surface,10:56,11:10,41.65996667,-83.14468333,7.77536,1.31234,overcast,2,25.58676471,231.7067059,2.189964706,57.85237059,7.223135294,698.8747059,2.92,0.63,0.1,2.12,12.75,50615,bdl
8/17/2022,WE2,5.8,0.75,Surface,13:14,13:35,41.76261667,-83.32891667,5.83152,1.31234,clear,0.5,24.05398421,291.7663158,10.37132105,7.592321053,7.941521053,541.7494737,31.5,7.32,0.52,114.6,125.49,304852,96
8/17/2022,WE2,,4.8,Bottom,,,,,,,,,23.46295833,294.39975,10.01024167,8.196808333,8.8202,1.08E-05,ns,5.39,0.42,83.89,100.01,ns,ns
8/17/2022,WE4,8.6,0.75,Surface,9:00,9:19,41.82671667,-83.19393333,11.079888,1.9685,clear,1.5,23.65240556,239.8257222,3.765288889,39.96775,7.912088889,1453.52,6.42,1.79,0.22,26.43,37.25,144813,40
8/17/2022,WE6,3.2,0.75,Surface,12:06,12:27,41.70611667,-83.38421667,9.7192,1.9685,clear,0.5,23.45165,239.4931,9.65177,8.96086,8.4467,337.976,20.5,5.19,0.24,27.74,50.23,183880,116
8/17/2022,WE8,5.1,0.75,Surface,8:12,8:32,41.83528333,-83.3583,13.995648,1.9685,clear,0.5,23.81576667,253.7129048,7.828495238,14.1276381,7.688219048,354.5209524,25.6,2.33,0.35,70.15,92.09,307168,204
8/17/2022,WE8,,4.1,Bottom,,,,,,,,,23.831,254.14975,7.832083333,14.11590833,7.929616667,0.011028033,ns,9.63,0.34,70.71,87.63,ns,ns
8/17/2022,WE9,2.7,0.75,Surface,12:33,12:50,41.71803333,-83.42298333,7.77536,1.31234,clear,0.25,24.3187875,409.802,15.1204875,2.2825625,8.612725,228.234375,33,2.75,0.35,110.32,152.79,1176776,112
8/17/2022,WE12,6.8,0.75,Surface,10:59,11:30,41.70283333,-83.25155,7.77536,1.64042,mostly clear,0.5,23.1082,264.2532,15.33269,2.16417,7.93506,447.978,34.9,0.56,0.41,85.22,84.18,394488,312
8/17/2022,WE12,,5.8,Bottom,,,,,,,,,23.12944545,267.5712727,18.3829,1.011772727,7.495645455,7.58E-05,ns,0.68,0.46,78.1,89.73,ns,ns
8/17/2022,WE13,9.2,0.75,Surface,9:42,10:05,41.74643333,-83.1364,11.079888,2.29659,clear,1,23.98886667,231.9471481,4.849774074,29.74713704,6.94477037,1095.125556,8,0.43,0.2,5.86,17.75,51447,45
8/17/2022,WE13,,8.2,Bottom,,,,,,,,,24.01278571,232.5359286,4.943664286,29.06080714,7.308007143,0.266575,ns,0.4,0.13,9.82,17.16,ns,ns
8/17/2022,WE16,6.3,0.75,Surface,10:24,10:40,41.66103333,-83.14361667,9.7192,1.9685,clear,1.5,23.72751667,245.5857222,4.484177778,32.85873889,8.032811111,1955.648333,7.01,0.25,0.17,30.66,27.63,82004,94
8/23/2022,WE2,5.4,0.75,Surface,13:38,14:06,41.76203333,-83.33105,1.94384,0.328084,partly cloudy,0.25,24.81406923,267.5788462,9.405476923,9.526161538,12.02141538,738.3061538,31.3,2.8,0.55,119.84,127.86,302648,92
8/23/2022,WE2,,4.4,Bottom,,,,,,,,,24.1645,267.9535714,7.242992857,16.35371429,10.75143571,6.12E-06,ns,1.58,0.53,106.24,91.09,ns,ns
8/23/2022,WE2,5.4,0,Scum,,,,,,,,,ns,ns,ns,ns,ns,ns,ns,9.29,2.81,444.86,533.26,ns,ns
8/23/2022,WE4,8.5,0.75,Surface,9:20,9:41,41.82751667,-83.19473333,5.053984,0.656168,mostly clear,2,23.77168333,247.0934167,2.367316667,55.3321375,7.508920833,918.7529167,4.79,0.57,0.19,17.93,20.51,87051,21
8/23/2022,WE6,3,0.75,Surface,12:10,12:35,41.70543333,-83.38478333,0,0.328084,partly cloudy,0.25,23.86379259,344.052963,10.83943704,6.659307407,11.78392963,540.5574074,36.9,2.2,0.39,191.16,190.19,703608,80
8/23/2022,WE6,3,0,Scum,,,,,,,,,ns,ns,ns,ns,ns,ns,ns,22.06,0.77,1142.34,1681.29,ns,ns
8/23/2022,WE8,4.9,0.75,Surface,8:26,8:50,41.83593333,-83.3609,5.053984,0.984252,mostly clear,0.75,24.57861364,259.3957273,6.878295455,17.91837273,7.098436364,97.16977273,18.5,1.65,0.36,42.05,72.16,311680,132
8/23/2022,WE8,,3.9,Bottom,,,,,,,,,24.49981905,258.8170952,6.855452381,18.02028095,5.3743,0.03855286,ns,1.28,0.39,48.62,73.53,ns,ns
8/23/2022,WE9,2.6,0.75,Surface,12:49,13:07,41.71775,-83.42365,1.94384,0.328084,partly cloudy,0.5,25.38553913,532.4257391,10.49628261,7.259595652,6.937104348,818.0752174,21.9,1.31,0.36,92.17,107.84,734496,36
8/23/2022,WE9,2.6,0,Scum,,,,,,,,,ns,ns,ns,ns,ns,ns,ns,14.82,0.99,570.98,873.99,ns,ns
8/23/2022,WE12,6.6,0.75,Surface,11:20,11:41,41.70348333,-83.2538,1.94384,0.656168,mostly clear,1,24.51422727,239.2387727,4.569754545,31.95210455,7.874004545,345.6881818,10.2,1.06,0.34,20.6,32.11,177300,66
8/23/2022,WE12,,5.6,Bottom,,,,,,,,,23.92110909,239.9744545,4.728240909,30.66712727,6.997631818,1.936736364,ns,0.81,0.23,14.77,32.7,ns,ns
8/23/2022,WE13,9,0.75,Surface,10:04,10:26,41.74315,-81.13576667,4.082064,0.656168,mostly clear,1.25,24.29304091,233.265,4.097395455,35.90409091,7.424418182,601.7663636,8.71,0.65,0.18,21.35,27.69,190736,46
8/23/2022,WE13,,8,Bottom,,,,,,,,,24.08366364,233.7178636,5.000290909,28.68359091,6.001190909,0.238254091,,0.53,0.17,14.75,24.9,ns,ns
8/23/2022,WE16,6.1,0.75,Surface,10:46,11:00,41.65936667,-83.1442,3.88768,0.656168,mostly clear,1.25,24.34611364,239.1537273,4.038359091,36.43717273,7.315909091,1320.737727,5.95,0.69,0.48,10,21,90614,102
8/23/2022,2022.1,4.3,0,Scum,13:18,13:27,41.73335,-83.38486667,1.94384,0.328084,,,ns,ns,ns,ns,ns,ns,ns,22.71,4.66,862.74,1246.05,ns,ns
8/29/2022,WE2,5.151,0.75,Surface,12:35,12:56,41.76103333,-83.33213333,11.66304,0.656168,mostly clear,0.5,24.201825,256.49975,8.829325,10.99980625,7.646625,502.150625,22.5,2.09,0.67,nd,86.72,274288,124
8/29/2022,WE2,,4.2,Bottom,,,,,,,,,24.09937778,255.8205926,8.741685185,11.2439037,6.941166667,1.05E-05,ns,2,0.56,nd,85.09,ns,ns
8/29/2022,WE4,7.932,0.75,Surface,9:04,9:22,41.82615,-83.2032,20.993472,0.984252,overcast,2.5,24.19705,229.73225,1.945583333,61.484125,7.283941667,176.5983333,2.07,0.3,0.4,nd,6.41,11520,22
8/29/2022,WE6,2.728,0.75,Surface,11:37,11:50,41.70531667,-83.38573333,13.60688,1.31234,overcast,0.5,24.09303704,312.6564815,10.78904815,6.740592593,7.574514815,403.247037,34.1,4.46,0.44,nd,136.5,600232,192
8/29/2022,WE8,4.395,0.75,Surface,8:19,8:40,41.83473333,-83.36201667,19.049632,1.31234,overcast,0.5,24.577335,256.7297,8.20388,12.861965,7.332125,29.985685,24.3,2.57,0.3,nd,79.35,268832,88
8/29/2022,WE8,,3.7,Bottom,,,,,,,,,24.63961111,256.2293889,8.052033333,13.35933889,7.396994444,3.96E-05,ns,2.75,0.49,nd,85.36,ns,ns
8/29/2022,WE9,2.306,0.75,Surface,11:58,12:18,41.71725,-83.42458333,7.77536,0.984252,mostly cloudy,0.5,24.60454815,364.2048889,12.31992222,4.5968,7.790540741,396.26,32.4,4.28,0.57,nd,156.16,1115664,192
8/29/2022,WE12,6.331,0.75,Surface,9:55,10:18,41.70348333,-83.25776667,9.7192,0.984252,overcast/drizzle,0.75,23.98599167,243.647375,6.540133333,19.4954875,7.080095833,129.299875,15.2,0.86,0.31,nd,47.5,254584,88
8/29/2022,WE12,,5.5,Bottom,,,,,,,,,23.989908,243.9512,6.47632,19.808632,6.455116,2.19E-05,ns,0.61,0.36,nd,48.59,ns,ns
9/6/2022,WE2,5.494,0.75,Surface,12:48,13:08,41.76365,-83.32796667,9.7192,1.9685,overcast,0.75,23.10275833,250.8590833,7.492108333,15.37636667,7.133883333,485.7233333,15.8,0.97,0.26,45.94,52.89,551819,130
9/6/2022,WE2,,4.6,Bottom,,,,,,,,,23.15507273,250.8591364,7.324954545,16.02532273,6.777263636,0.103148142,ns,0.96,0.37,47.18,51.63,ns,ns
9/6/2022,WE4,8.557,0.75,Surface,9:00,9:20,41.8282,-83.19185,13.023728,2.29659,overcast,2.5,23.16714762,230.6878571,2.770904762,50.35024762,7.022504762,404.6185714,3.1,0.14,0.12,0.23,5.16,9781.4,6.4
9/6/2022,WE6,2.864,0.75,Surface,11:43,12:01,41.70833333,-83.38198333,9.7192,1.9685,overcast,0.25,22.39678889,318.3729444,19.32406667,0.798161111,7.596133333,352.3748333,50.2,1.94,0.38,54.51,115.05,540480,120
9/6/2022,WE8,4.791,0.75,Surface,8:04,8:30,41.83503333,-83.358,13.023728,2.29659,overcast,0.75,23.08880952,260.9461429,8.7769,11.25471905,6.16437619,106.0704286,18.5,1.71,0.36,55.45,69.13,572228,76
9/6/2022,WE8,,4.2,Bottom,,,,,,,,,23.43097692,259.1635385,8.524592308,11.87678462,6.068892308,0.025118237,ns,1.9,0.66,37.94,75.66,ns,ns
9/6/2022,WE9,2.488,0.75,Surface,12:09,12:30,41.71831667,-83.4222,11.66304,1.9685,overcast,0.25,22.4746875,305.4761875,16.63161875,1.5641125,7.32436875,139.140125,37.2,0.6,0.65,47.4,96.48,1025720,88
9/6/2022,WE12,6.568,0.75,Surface,10:53,11:16,41.705,-83.25171667,9.7192,1.9685,overcast,0.5,22.68993182,277.5317273,10.4583,7.374431818,6.115922727,413.3227273,21,0.62,0.45,49.19,67.96,590652,40
9/6/2022,WE12,,7.8,Bottom,,,,,,,,,23.15866667,279.9599524,10.27704762,7.664580952,6.026128571,5.06E-05,ns,0.38,0.39,48.06,69.18,ns,ns
9/6/2022,WE13,8.906,0.75,Surface,9:40,10:00,41.74681667,-83.13506667,15.939488,2.29659,overcast,1,23.49757619,236.2035238,6.496233333,20.24725238,7.453657143,465.9985714,11.3,0.47,0.19,13.38,26.26,269538.1333,156.8
9/6/2022,WE13,,8.2,Bottom,,,,,,,,,23.53821667,236.9449167,6.239691667,21.03914167,7.143425,4.39E-05,ns,0.56,0.23,16.5,24.77,ns,ns
9/6/2022,WE16,6.028,0.75,Surface,10:08,10:30,41.66175,-83.1456,9.7192,1.9685,overcast,0.75,23.18522143,240.7348571,7.647207143,14.7821,7.212485714,169.9,12.1,0.53,0.31,10.82,29.38,212310.4,105.6
9/12/2022,WE2,3.121,0.75,Surface,12:54,13:15,41.76183333,-83.33295,13.60688,1.31234,overcast,0.75,22.6454,259.5277778,11.01081111,6.812077778,7.784844444,612.0122222,12.7,0.27,0.28,38.29,55.48,2123397.333,16
9/12/2022,WE2,,4.2,Bottom,,,,,,,,,22.63587031,259.1893125,7.34825625,15.93167344,7.25479375,20.9295625,ns,0.28,0.3,32.69,49.43,ns,ns
9/12/2022,WE4,7.896,0.75,Surface,9:02,9:18,41.82565,-83.19863333,13.60688,0.984252,overcast,1.5,23.08672692,244.2011154,3.749592308,39.23381923,7.4395,51.23446154,7.27,0.69,0.24,14.56,24.51,183266.6667,17.33333333
9/12/2022,WE6,2.559,0.75,Surface,11:49,12:06,41.70506667,-83.38543333,15.55072,1.31234,overcast,0.5,22.2378625,304.9610417,11.53349167,5.595220833,6.753383333,565.16375,25.2,1.19,0.35,83.75,106.28,1244196,20
9/12/2022,WE8,4.496,0.75,Surface,8:11,8:36,41.83505,-83.35758333,9.7192,0.984252,overcast,0.5,23.503945,270.08385,10.244135,7.72302,7.288265,68.82785,20.5,0.65,0.35,91.02,78.98,638976,20
9/12/2022,WE8,,3.9,Bottom,,,,,,,,,23.52355238,270.1492381,9.983333333,8.243038095,6.23567619,5.16E-05,ns,0.83,0.66,97.97,77.37,ns,ns
9/12/2022,WE9,2.145,0.75,Surface,12:14,12:36,41.71735,-83.42505,15.55072,1.31234,overcast,0.5,22.90380385,350.3401538,17.46401538,1.270261538,6.618465385,179.9057692,32.1,1.04,0.31,87.01,112.13,1909580,bdl
9/12/2022,WE12,6.568,0.75,Surface,11:00,11:19,41.70258333,-83.25845,13.60688,1.31234,overcast,1,22.74502222,248.7158333,5.827355556,23.30153333,6.987672222,388.365,8.43,0.15,0.24,9.85,30.42,386264,2
9/12/2022,WE12,,5.4,Bottom,,,,,,,,,22.80500476,249.204619,5.699333333,24.05498095,6.197861905,0.762667619,ns,0.15,0.25,11.38,30.03,ns,ns
9/12/2022,WE13,8.593,0.75,Surface,9:41,9:59,41.74236667,-83.13898333,13.60688,1.31234,overcast,1,23.1028027,241.4091622,6.047691892,22.04993514,7.409767568,391.8024324,9.66,0.15,0.13,16.48,28.28,453604,8
9/12/2022,WE13,,7.7,Bottom,,,,,,,,,23.20313,241.859625,6.0009375,22.3103225,7.4424975,5.80E-05,ns,0.14,0.12,12.55,27.5,ns,ns
9/12/2022,WE16,5.826,0.75,Surface,10:19,10:34,41.66195,-83.14993333,13.60688,1.31234,overcast,2,23.11931429,239.9158214,3.092242857,46.16053929,6.951446429,327.1514286,4.62,bdl,0.18,2.99,13.91,73193.33333,4
9/19/2022,WE2,4.979,0.75,Surface,13:53,14:15,41.76338333,-83.33215,3.88768,0.328084,partly cloudy,1,23.308412,254.1284,5.110256,27.872664,7.76974,288.4432,7.64,0.53,0.42,7.54,23.21,452020,bdl
9/19/2022,WE2,,4.4,Bottom,,,,,,,,,22.35906667,252.0134167,5.8131875,23.3803875,7.273004167,10.20383333,ns,0.11,0.33,3.98,29.97,ns,ns
9/19/2022,WE4,7.895,0.75,Surface,9:59,10:20,41.82655,-83.19966667,7.77536,0.656168,mostly clear,1.5,22.5031,246.3906316,3.4903,41.99272105,7.850415789,231.9994737,5.53,0.3,0.34,23.92,36.4,496998.6667,bdl
9/19/2022,WE6,2.558,0.75,Surface,12:48,13:06,41.70598333,-83.38631667,5.83152,0.656168,mostly cloudy,0.75,22.66571071,342.7911071,6.236296429,21.03378929,7.884721429,269.8492857,12.7,1.02,0.32,58.46,54.89,2277941.333,bdl
9/19/2022,WE8,4.621,0.75,Surface,9:10,9:35,41.83621667,-83.35706667,7.77536,0.656168,mostly clear,0.75,22.165896,279.41116,6.789628,18.31628,7.152416,119.85976,12.8,0.26,0.52,31.04,64.11,2077264,bdl
9/19/2022,WE8,,3.9,Bottom,,,,,,,,,22.14083462,279.3532308,6.806369231,18.24,5.522834615,0.140688308,ns,0.17,0.43,36.37,62.3,ns,ns
9/19/2022,WE9,2.1,0.75,Surface,13:13,13:33,41.71831667,-83.42475,3.88768,0.656168,cloudy,0.5,22.64764286,323.4961071,11.3577,5.848592857,7.795075,189.27,19.2,0.34,0.44,63.25,94.82,1694608,bdl
9/19/2022,WE12,6.194,0.75,Surface,12:01,12:22,41.70223333,-83.25723333,7.77536,0.656168,mostly clear,1,22.706175,247.5057083,5.2703625,26.77900833,7.204841667,698.17,7.33,bdl,0.28,3.51,19.11,917720,bdl
9/19/2022,WE12,,5.4,Bottom,,,,,,,,,23.31993929,247.2951786,5.751307143,23.75208571,6.526003571,3.105903571,ns,bdl,0.34,2.04,21,ns,ns
9/19/2022,WE13,8.534,0.75,Surface,10:41,10:59,41.74561667,-83.14093333,9.7192,0.984252,mostly clear,1,22.53556,245.3426,5.84529,23.19347,7.87412,487.061,10.2,0.11,0.24,13.94,31.27,915828,bdl
9/19/2022,WE13,,7.8,Bottom,,,,,,,,,22.45233333,245.8425714,5.972538095,22.47180476,7.432409524,0.008771964,ns,0.15,0.33,7.52,28.6,ns,ns
9/19/2022,WE16,5.925,0.75,Surface,11:19,11:34,41.66446667,-83.15025,7.77536,0.984252,clear,1.75,22.51184,247.3016667,3.024846667,46.94626667,7.357353333,279.028,3.96,bdl,0.23,1.9,12.39,415285.3333,bdl
9/30/2022,WE2,5.486,0.75,Surface,12:43,13:04,41.76355,-83.3293,7.77536,1.9685,mostly sunny,0.75,17.24420417,252.6144583,8.97425,14.85850833,8.479491667,591.5291667,10.2,bdl,0.15,4.75,12.52,302260,bdl
9/30/2022,WE2,,4.7,Bottom,,,,,,,,,17.27028421,253.5669474,6.559236842,19.4083,7.956515789,1.584018421,ns,bdl,0.2,7.14,12.53,ns,ns
9/30/2022,WE4,8.346,0.75,Surface,10:07,10:31,41.82771667,-83.19306667,13.995648,2.29659,mostly sunny,2.5,16.70890476,229.0220952,3.904466667,44.17718095,7.986966667,940.7004762,2.38,bdl,0.19,0.09,3.13,22179.6,bdl
9/30/2022,WE6,3.005,0.75,Surface,11:44,12:00,41.70656667,-83.38336667,11.66304,2.29659,mostly sunny,0.5,15.76830909,278.6130909,7.642918182,14.79865455,8.362645455,1275.375455,13.9,bdl,0.34,6.24,18.98,601776,bdl
9/30/2022,WE8,4.834,0.75,Surface,9:11,9:35,41.83838333,-83.35803333,15.939488,2.62467,mostly sunny,0.5,16.539125,290.4226667,7.892816667,14.013225,9.5112,1095.030833,14.5,0.14,0.27,62.12,35.88,1708645.333,11
9/30/2022,WE8,,4.1,Bottom,,,,,,,,,16.62170388,290.2361359,6.848041748,18.09170971,8.364458252,0.226079568,ns,0.11,0.14,112.69,45.39,ns,ns
9/30/2022,WE9,2.524,0.75,Surface,12:08,12:24,41.71886667,-83.42251667,7.77536,2.62467,mostly sunny,0.5,16.27443333,291.1548571,8.457885714,13.32614286,8.703861905,596.8890476,15.1,bdl,0.45,122.27,24.25,1043914.667,bdl
9/30/2022,WE12,6.661,0.75,Surface,10:58,11:17,41.70575,-83.25563333,13.60688,2.29659,mostly sunny,0.5,16.72242222,268.1681667,7.784333333,14.28337778,9.126688889,536.8755556,11.8,bdl,0.27,5.25,8.31,73059.6,bdl
9/30/2022,WE12,,5.8,Bottom,,,,,,,,,16.7471,268.472,8.0669,13.309,7.4553,0.000041522,ns,bdl,0.16,8.12,7.85,ns,ns
10/3/2022,WE2,5.531,0.75,Surface,13:39,14:06,41.7636,-83.32896667,9.7192,1.64042,clear,1,16.33615,275.7502857,13.01895,3.933914286,8.286839286,1645.353929,19.2,0.15,0.4,137.42,51.33,1859244,bdl
10/3/2022,WE2,,4.7,Bottom,,,,,,,,,16.20452,295.9375,12.16212,4.785,7.291545,9.27E-05,ns,bdl,0.37,42.24,103.35,ns,ns
10/3/2022,WE4,8.292,0.75,Surface,10:16,10:40,41.8283,-83.1934,14.967568,2.29659,clear,1,16.53270476,265.1188095,6.319380952,20.60184762,8.487,1840.00619,7.61,bdl,0.24,0.86,2.68,20874.4,bdl
10/3/2022,WE6,2.917,0.75,Surface,12:28,12:48,41.70651667,-83.38296667,9.7192,1.9685,clear,0.25,15.57845789,272.5185263,20.39425789,0.611031579,9.295968421,926.6915789,26.5,bdl,0.4,6.74,16.45,195014,bdl
10/3/2022,WE8,5.01,0.75,Surface,9:14,9:48,41.83538333,-83.35396667,14.967568,1.9685,clear,0.5,15.851156,277.82944,12.587196,4.7641,8.751008,716.2732,12.7,0.12,0.45,9.19,10.87,109780,bdl
10/3/2022,WE8,,4.2,Bottom,,,,,,,,,16.03201667,277.5949,10.29872667,7.635536667,8.24345,0.02032111,ns,0.1,0.38,4.73,9.55,ns,ns
10/3/2022,WE9,2.409,0.75,Surface,12:53,13:25,41.71916667,-83.42315,9.7192,1.64042,clear,0.25,15.29592857,340.7483333,20.46590476,0.601161905,8.583757143,1443.327619,15.1,0.19,0.29,21.17,40.77,1266725.714,bdl
10/3/2022,WE12,6.616,0.75,Surface,11:35,12:08,41.70726667,-83.2541,11.66304,1.64042,clear,1,16.2251963,266.5182593,13.01878889,3.862355556,7.946611111,813.2318519,20.3,bdl,0.35,5.39,8.13,65384.8,bdl
10/3/2022,WE12,,5.9,Bottom,,,,,,,,,16.2176381,265.9690952,13.46197143,3.476333333,7.90912381,9.44E-05,ns,0.1,0.39,2.89,8.14,ns,ns
10/11/2022,WE2,5.429,0.75,Surface,14:23,,41.76155,-83.33075,11.66304,1.31234,clear,0.5,14.65705833,287.3055833,5.840433333,23.30476667,9.820391667,1161.746667,15.4,bdl,0.28,107.63,54.02,3283312,bdl
10/11/2022,WE2,,4.1,Bottom,,,,,,,,,14.371055,285.7565,5.161185,27.520365,9.983375,1.8179735,ns,bdl,0.25,72.66,42.71,ns,ns
10/11/2022,WE4,7.929,0.75,Surface,10:30,,41.82455,-83.19705,9.913584,0.984252,partly sunny,2.25,14.41512632,230.5731579,2.240147368,57.12338947,9.476384211,1289.210526,1.97,bdl,0.17,0.13,3.67,6833.92,bdl
10/11/2022,WE6,2.332,0.75,Surface,13:13,13:30,41.70366667,-83.38716667,11.66304,0.984252,clear,1,13.78494583,325.149875,4.087904167,35.9894875,9.282720833,848.3470833,8.33,bdl,0.36,27.15,20.82,1363440,bdl
10/11/2022,WE8,4.467,0.75,Surface,9:22,10:04,41.83541667,-83.35851667,15.939488,0.984252,slightly overcast,1,14.39974545,256.9470909,3.894818182,37.77401818,9.502981818,813.2127273,9.33,bdl,0.24,28.21,27.24,1344754.667,bdl
10/11/2022,WE8,,3.8,Bottom,,,,,,,,,14.40014783,256.834087,3.746956522,39.19644783,9.160608696,16.12013043,ns,bdl,0.21,40.07,28.93,ns,ns
10/11/2022,WE9,2.132,0.75,Surface,13:41,14:00,41.71698333,-83.42393333,11.66304,0.984252,clear,0.5,14.27994815,342.5067037,8.769722222,11.16474815,9.302681481,1294.605556,16.2,bdl,0.26,19.19,24.31,1034576,bdl
10/11/2022,WE12,6.155,0.75,Surface,12:21,12:50,41.70141667,-83.25638333,11.66304,1.31234,clear,0.75,14.67364118,273.5563529,6.496994118,19.70627647,9.330111765,1262.317059,11.8,bdl,0.25,16.57,27.43,816582,bdl
10/11/2022,WE12,,5.4,Bottom,,,,,,,,,14.64041923,273.5754615,6.516342308,19.61219231,9.527165385,0.900143846,ns,bdl,0.29,33.94,28.28,ns,ns
10/11/2022,WE13,8.495,0.75,Surface,11:24,11:59,41.74091667,-83.13556667,6.997824,1.31234,clear,1,14.73996471,237.2177059,4.863341176,29.65515294,8.825235294,1697.229412,6.55,bdl,0.17,1.56,7.38,168788,bdl
10/11/2022,WE13,,7.3,Bottom,,,,,,,,,14.682,236.0283636,4.768354545,30.35913636,8.8179,0.635022727,ns,bdl,0.14,0.91,5.54,ns,ns
10/24/2022,WE2,4.911,0.75,Surface,13:36,13:54,41.7609,-83.33268333,5.83152,0.656168,clear,1.5,11.09443478,275.6084783,4.240595652,34.64101304,10.09858696,1294.478261,9.64,bdl,0.2,25.47,20.74,2019214,bdl
10/24/2022,WE2,,4.2,Bottom,,,,,,,,,9.84962069,273.365931,3.072758621,46.38555862,10.35132759,27.03396552,ns,bdl,0.22,0.68,3.47,ns,ns
10/24/2022,WE4,8.111,0.75,Surface,10:05,10:24,41.82558333,-83.1945,11.079888,0.656168,clear,2,10.70257391,261.8154783,2.560147826,52.7275087,9.512634783,1125.198696,2.71,bdl,0.21,0.79,4.3,140607,107
10/24/2022,WE6,2.65,0.75,Surface,12:40,12:56,41.70498333,-83.38565,3.88768,0.656168,clear,2.25,10.52542,323.56736,2.319404,55.999064,10.169432,1485.7628,4.02,bdl,0.18,7.06,8.78,759659,bdl
10/24/2022,WE8,4.612,0.75,Surface,9:16,9:38,41.83308333,-83.35965,13.023728,0.984252,clear,2,10.43565,267.8695769,2.601,52.19216154,9.678384615,650.2496154,4.58,bdl,0.22,4.76,12.07,659383,bdl
10/24/2022,WE8,,4.1,Bottom,,,,,,,,,10.33928929,271.87825,2.399928571,54.88522857,10.58388571,37.89096429,ns,bdl,0.18,4.31,6.89,ns,ns
10/24/2022,WE9,2.209,0.75,Surface,13:02,13:19,41.71683333,-83.4227,3.88768,0.656168,clear,1,11.27640769,323.7133077,4.848330769,29.75788077,9.767684615,1521.711538,6.25,bdl,0.25,0.74,5.92,370563,bdl
10/24/2022,WE12,6.269,0.75,Surface,12:00,12:19,41.7015,-83.25415,3.88768,0.656168,clear,0.75,10.57928571,272.4910714,4.092596429,35.94688214,9.981789286,1395.189286,7.28,bdl,0.21,34.73,26.59,2717988,bdl
10/24/2022,WE12,,5.7,Bottom,,,,,,,,,9.753013793,276.524069,4.386117241,33.58090345,10.42382759,8.080048276,ns,bdl,0.16,14.65,14.01,ns,ns
10/24/2022,WE13,8.611,0.75,Surface,10:47,11:06,41.74133333,-83.13456667,12.051808,0.656168,clear,1.5,10.82699412,234.5940588,3.169047059,45.28202941,10.00237647,1442.288235,3.39,bdl,0.13,0.08,2.09,14628,bdl
10/24/2022,WE13,,8,Bottom,,,,,,,,,10.61673235,235.7073235,4.455173529,32.95766765,9.825311765,15.60505882,ns,bdl,0.12,0.19,1.43,ns,ns
10/24/2022,WE16,5.619,0.75,Surface,11:23,11:41,41.65766667,-83.14423333,5.83152,0.656168,clear,1.25,10.678764,247.9288,3.622068,40.434108,10.111928,1594.536,5.22,bdl,0.14,0.46,4.23,183168,bdl
